"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10","Rep 11","Rep 12","Rep 13","Rep 14","Rep 15","Rep 16","Rep 17","Rep 18","Rep 19","Rep 20","Rep 21","Rep 22","Rep 23","Rep 24","Rep 25","Rep 26","Rep 27","Rep 28","Rep 29","Rep 30"
"Record Reneging Movie1 Customers","COUNTER VALUE","Count","User Specified","Record Reneging Movie1 Customers",0,6,0,1,0,0,4,4,0,2,4,3,2,3,6,0,0,0,5,6,0,2,3,8,2,1,1,7,0,3
"Record Reneging Movie2 Customers","COUNTER VALUE","Count","User Specified","Record Reneging Movie2 Customers",3,2,0,4,0,2,8,8,2,2,4,1,1,0,0,1,6,5,2,1,0,6,3,10,0,6,0,5,6,3
"Record Reneging Movie3 Customers","COUNTER VALUE","Count","User Specified","Record Reneging Movie3 Customers",1,7,2,2,0,0,6,7,2,1,6,3,0,4,2,3,7,0,3,0,0,6,3,9,0,2,4,3,0,0
"counter.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","counter",49,53,49,50,48,57,51,49,48,50,52,49,51,51,50,49,52,50,51,50,51,48,52,48,51,50,51,51,49,53
"counter.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","counter",0.816666666666667,0.883333333333333,0.828100072787443,0.833333333333333,0.8,0.991835101127535,0.9,0.816666666666667,0.8,0.866666666666667,0.916666666666667,0.816666666666667,0.866666666666667,0.85,0.833333333333333,0.816666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.836962016420267,0.833333333333333,0.866666666666667,0.916666666666667,0.883333333333333,0.85,0.883333333333333,0.85,0.816666666666667,0.9
"Moviegoer.NumberIn","OUTPUT VALUE","Number In","Entity","Moviegoer",62,80,63,72,62,68,87,78,65,71,69,66,66,69,73,70,82,63,71,66,59,79,75,89,59,71,68,80,67,67
"Moviegoer.NumberOut","OUTPUT VALUE","Number Out","Entity","Moviegoer",62,80,59,72,62,60,87,78,65,71,69,66,66,69,73,70,82,63,71,66,57,79,75,89,59,71,68,80,67,67
"System.NumberOut","OUTPUT VALUE","Number Out","System","System",62,80,59,72,62,60,87,78,65,71,69,66,66,69,73,70,82,63,71,66,57,79,75,89,59,71,68,80,67,67
"counter.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","counter",0.816666666666667,0.883333333333333,0.828100072787443,0.833333333333333,0.8,0.991835101127535,0.9,0.816666666666667,0.8,0.866666666666667,0.916666666666667,0.816666666666667,0.866666666666667,0.85,0.833333333333333,0.816666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.836962016420267,0.833333333333333,0.866666666666667,0.916666666666667,0.883333333333333,0.85,0.883333333333333,0.85,0.816666666666667,0.9
"counter.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","counter",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"counter.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","counter",0.816666666666667,0.883333333333333,0.828100072787443,0.833333333333333,0.8,0.991835101127535,0.9,0.816666666666667,0.8,0.866666666666667,0.916666666666667,0.816666666666667,0.866666666666667,0.85,0.833333333333333,0.816666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.836962016420267,0.833333333333333,0.866666666666667,0.916666666666667,0.883333333333333,0.85,0.883333333333333,0.85,0.816666666666667,0.9
"Join Counter Queue.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Join Counter Queue.Queue",3.42216021674171,6.01692403721429,1.65150843926258,2.82552172458738,0.953510400173159,5.26738973379327,8.13099817919024,9.34363647996577,1.35377537829925,3.19851329191664,4.51798537996574,3.32187963070911,2.57505155332034,3.4470371343713,5.08294859200215,2.52418299963075,8.14731932574193,2.55784605037116,3.56998360537289,4.32816659374397,0.98277921859113,3.30614115958366,3.26997607149636,11.1255504569777,1.62230463163993,4.89685996263485,4.69566407691999,6.31681171174984,2.61856958830656,2.56688340276568
"Join Counter Queue.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Join Counter Queue.Queue",3.87414364159439,5.30905062107143,1.88300340311714,2.9742333943025,1.19188800021645,4.70374166828681,7.07043319929586,8.24438512938156,1.56204851342221,3.48928722754542,4.10725943633249,3.55915674718833,2.86116839257815,3.56590048383238,5.25822268138153,2.85756565995934,7.52060245453101,2.79037750949581,3.51145928397334,4.55596483551997,1.15257813512499,3.19949144475838,3.21636990638986,8.90044036558217,1.83657128110181,4.97985758912018,5.03106865384285,5.74255610159077,2.8566213690617,2.61038990111764
"movie1 SoldOut Time","TALLY AVERAGE","Expression","User Specified","movie1 SoldOut Time",49.7129624067441,48.3560360147917,48.2867097210811,33.7609283956758,49.6024006990566,47.2970692700908,49.6833449720779,45.0377267542421,57.4492033961952,49.8813305007865,52,46.1375150629364,50,58.5185815839859,53.096041577051,46.0000103672607,41.1852370553222,31.1128007048311,47.7221959336662,46.9801338957459,48.5903539767236,53.5379610659705,53.0011391888168,40.9996060149515,43,52.2220391473853
"movie2 SoldOut Time","TALLY AVERAGE","Expression","User Specified","movie2 SoldOut Time",41.7129624067441,52.3560360147917,50.2867097210811,55.8435022544269,47.4898939323479,54.6024006990566,53.2970692700908,43.6833449720779,54.0377267542421,56.4492033961952,41.8813305007865,46,58.7600994285472,48,42.7985858720488,45,49.8690951098677,50.0000103672607,48.1852370553222,50.7221959336662,49.9801338957459,55.5903539767236,51.5379610659705,40.0011391888168,53.9996060149515,51,45.5401615778095,49.2220391473853
"movie3 SoldOut Time","TALLY AVERAGE","Expression","User Specified","movie3 SoldOut Time",50.7129624067441,53.3560360147917,44.1483915695824,32.2867097210811,53.0918381584221,53.6024006990566,46.2970692700908,50.6833449720779,55.0377267542421,55.4492033961952,47.8813305007865,42,47.1375150629364,41,35.5352695463047,48,42.8690951098677,54.0000103672607,50.8603058042183,43.7221959336662,53.9801338957459,53.5903539767236,56.9782723511421,52.0011391888168,48.9996060149515,49,51.5401615778095,57.3493296136182
"Moviegoer.NVATime","TALLY AVERAGE","NVA Time","Entity","Moviegoer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moviegoer.OtherTime","TALLY AVERAGE","Other Time","Entity","Moviegoer",0.790322580645161,0.6625,0.813559322033898,0.694444444444444,0.774193548387097,0.983333333333333,0.620689655172414,0.628205128205128,0.738461538461539,0.732394366197183,0.797101449275363,0.742424242424242,0.787878787878788,0.739130434782608,0.684931506849315,0.7,0.634146341463414,0.793650793650794,0.732394366197183,0.757575757575757,0.87719298245614,0.632911392405063,0.693333333333333,0.617977528089887,0.898305084745763,0.718309859154929,0.779411764705882,0.6375,0.73134328358209,0.805970149253731
"Moviegoer.TotalTime","TALLY AVERAGE","Total Time","Entity","Moviegoer",4.10209053233069,5.17519302791071,2.44124022981313,3.04904588160059,1.69694554855467,5.43699668408273,6.22827460633809,7.81561780510188,1.98810034919931,3.43536334528166,4.725784388376,3.76231481579616,3.12883474544273,3.73655402988809,4.86269747287848,2.86358542825493,6.59559950664043,3.22969465114714,3.74928192003343,4.69227266097936,1.90624373632795,3.14390467816481,3.30931419053042,8.11834862268161,2.54810640505756,4.85650137687452,4.92264477375293,5.37510878381238,3.07633097460289,3.10467170396926
"Moviegoer.TranTime","TALLY AVERAGE","Transfer Time","Entity","Moviegoer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moviegoer.VATime","TALLY AVERAGE","VA Time","Entity","Moviegoer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moviegoer.WaitTime","TALLY AVERAGE","Wait Time","Entity","Moviegoer",3.31176795168552,4.51269302791071,1.62768090777923,2.35460143715615,0.922752000167574,4.45366335074939,5.60758495116568,7.18741267689674,1.24963881073777,2.70296897908448,3.92868293910064,3.01989057337192,2.34095595756394,2.99742359510548,4.17776596602917,2.16358542825493,5.96145316517702,2.43604385749634,3.01688755383625,3.93469690340361,1.02905075387181,2.51099328575974,2.61598085719709,7.50037109459172,1.6498013203118,4.13819151771959,4.14323300904705,4.73760878381238,2.3449876910208,2.29870155471553
"Moviegoer.WIP","DSTAT AVERAGE","WIP","Entity","Moviegoer",4.23882688340838,6.90025737054762,2.47960851205002,3.65885505792071,1.75351040017316,6.25922483492081,9.03099817919024,10.1603031466324,2.15377537829925,4.0651799585833,5.43465204663241,4.13854629737578,3.441718219987,4.2970371343713,5.91628192533548,3.34084966629741,9.01398599240859,3.39117938370449,4.43665027203956,5.1614999270773,1.8197412350114,4.139474492917,4.13664273816303,12.0422171236444,2.50563796497327,5.74685996263485,5.57899741025332,7.16681171174984,3.43523625497322,3.46688340276568
"numLeftTickets1 Value","DSTAT AVERAGE","Variable","User Specified","numLeftTickets1",26.4418205519496,21.4800300123264,31.9056178843658,24.0809259366389,18.1309229761579,21.6674204492609,21.1914352470004,22.1785846104294,21.490595780553,20.9422800518727,21.4606475883673,20.8011087506554,26.25,19.8239743912502,21.5333333333333,31.5775882320161,24.6255889092986,34.3081587260802,23.349873617526,17.8451023600024,14.0069928500686,20.8814639557774,22.9504426815258,22.5291106151001,27.9124205327582,21.8841117790248,17.1985812005798,17.2,25.3537897978113,25.3003967698271
"numLeftTickets2 Value","DSTAT AVERAGE","Variable","User Specified","numLeftTickets2",18.4696844480998,21.456294278007,23.3112088335702,27.4886283825793,23.2661094279799,14.2677573181827,22.1514752586513,28.2398376522682,18.8934884795011,26.1660390068127,31.5655274001112,16.098286858897,20.4833333333333,24.2568419192004,20.6833333333333,21.3586840545575,19.65,27.7650008077102,21.1665903990264,25.1210308794352,33.7758291598174,24.8750558769283,20.8109077783096,25.0291106151002,22.4004022295871,17.7175210582792,27.1148581087277,26.6,17.810673716858,23.7338584470121
"numLeftTickets3 Value","DSTAT AVERAGE","Variable","User Specified","numLeftTickets3",23.548919298841,23.6300300123264,22.3485987178541,12.7132326086361,26.3021871877805,26.5419151458783,21.434345871782,20.0952104045061,27.9018517325111,22.7909891092238,17.9353783523249,24.5109978755899,17.25,23.9123039680648,20.1333333333333,16.5538034628155,20.4,15.8412084432668,23.2664894782082,23.7962815117729,25.242210876338,17.9407240913219,26.2334449131216,17.625294980603,22.4125861827367,25.1436874618613,22.1318948346607,22.7666666666667,26.0760234596091,25.9292976263489
"Seize Counter for Movie Cust.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Seize Counter for Movie Cust.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
